tabled_Innskudd,tabled_Antall eiere,tabled_Hjuldrift,tabled_1. gang registrert,tabled_Antall seter,tabled_Drivstoff,title,tabled_Antall dører,tabled_Bilen står i,tabled_Reg.nr.,tabled_Salgsform,tabled_Avgiftsklasse,price,tabled_Str. lasterom,tabled_Km.stand,place,tabled_Årsmodell,tabled_CO2 utslipp,tabled_Hjuldriftnavn,tabled_Karosseri,tabled_Årsavgift,tabled_Pris eks omreg,tabled_Vekt,tabled_Girkasse,tabled_Fargebeskrivelse,tabled_Farge,tabled_Omregistrering,id,tabled_Forrige pris,tabled_Effekt,tabled_Sylindervolum,tabled_Interiørfarge
,,Forhjulsdrift,20.05.2009,5,Diesel,Volkswagen Golf,5,Norge,BD62836,Bruktbil til salgs,Personbil,70660,,147115,1406 Ski,2009,118 g/km,,Kombi 5-dørs,Inklusiv,67000,1 239 kg,Manuell,,Sølv,3660,98617768,,90,"1,6 l",
,1,Forhjulsdrift,30.03.2012,5,Diesel,Skoda Superb,,Norge,,Bruktbil til salgs,Personbil,124990,,175500,0550 Oslo,2012,,,Stasjonsvogn,Inklusiv,121330,,Manuell,,Hvit,3660,98614699,,105,"1,6 l",
,1,Forhjulsdrift,Mai 2014,5,Diesel,Volkswagen Golf,5,Norge,NF68060,Bruktbil til salgs,Personbil,185000,,127000,1364 Fornebu,2014,119 g/km,,Stasjonsvogn,Inklusiv,178936,,Automat,Urbangrå met,Grå,6064,98614680,,150,2 l,Sort delskinn
,,Firehjulsdrift,30.05.2014,5,Diesel,Audi A3,5,Norge,BS95726,Bruktbil til salgs,Personbil,375000,,32424,2320 Furnes,2014,,,Kombi 5-dørs,Ikke inklusiv,368936,1 425 kg,Automat,MISANORØD,Rød,6064,98618404,,184,2 l,SORT-SØLV/SORT/SORT
,,Firehjulsdrift,28.04.2017,5,Diesel,Ford Edge,5,Norge,CF88566,Bruktbil til salgs,Personbil,679900,507 l,6500,2001 Lillestrøm,2016,,,SUV/Offroad,Ikke inklusiv,,,Automat,Magnetic Grey Metallic,Grå,Fritatt,98618449,,210,2 l,Skort/Grå/skinn
,1,Forhjulsdrift,09.06.2015,5,Bensin,Mazda 3,,Norge,BT26457,Bruktbil til salgs,Personbil,239000,,41900,3027 Drammen,2015,,,Coupe,Inklusiv,232936,,Automat,,Blå,6064,98504425,,120,2 l,
,,Firehjulsdrift,07.12.2012,5,Diesel,BMW X5,4,Norge,,Bruktbil til salgs,Personbil,588700,,101862,2013 Skjetten,2013,,,SUV/Offroad,Ikke inklusiv,585040,2 075 kg,Automat,,Grå,3660,98618384,,245,3 l,Sort helskinn
,2,Bakhjulsdrift,19.04.2017,5,Diesel,BMW 5-serie,,Norge,BT60452,Bruktbil til salgs,Personbil,538660,,83200,5750 Odda,2013,155 g/km,,Stasjonsvogn,Inklusiv,535000,1 825 kg,Automat,Individual mondstein metallic,Sølv,3660,98565822,,313,3 l,Zimtbraun
,,Forhjulsdrift,10.01.2007,5,Diesel,Audi A6,5,Norge,JD44744,Bruktbil til salgs,Personbil,123660,,154754,2000 Lillestrøm,2007,178 g/km,,Stasjonsvogn,Inklusiv,120000,1 635 kg,Automat,,Sølv,3660,98466315,,140,2 l,
,2,Forhjulsdrift,03.01.2011,5,Diesel,Nissan Juke,5,Norge,SD54205,Bruktbil til salgs,Personbil,133660,,59920,5515 Haugesund,2011,134 g/km,,Kombi 5-dørs,Inklusiv,130000,1 245 kg,Manuell,,Rød,3660,98615965,,110,"1,5 l",
,2,Firehjulsdrift,06.01.2011,5,Diesel,Audi A4,5,Norge,,Bruktbil til salgs,Personbil,169000,490 l,179000,1815 Askim,2011,,,Stasjonsvogn,Inklusiv,165340,1 600 kg,Manuell,Blå grå metalic,Blå,3660,98618126,,143,2 l,Svart sportseter
,2,Bakhjulsdrift,20.05.2011,5,Diesel,BMW 5-serie,5,Norge,CF59590,Bruktbil til salgs,Personbil,265660,,127000,2068 Jessheim,2011,139 g/km,,Stasjonsvogn,Inklusiv,262000,1 715 kg,Automat,Titansilver Metallic,Sølv,3660,92269243,,163,2 l,Black Dakota
,,Forhjulsdrift,24.02.2011,5,Diesel,MINI Countryman,5,Norge,,Bruktbil til salgs,Personbil,119000,,109000,0977 Oslo,2011,,,SUV/Offroad,Inklusiv,115340,1 310 kg,Manuell,,Hvit,3660,98617941,,90,"1,6 l",
,,Firehjulsdrift,,5,Diesel,Volkswagen Touareg,5,Norge,,Bruktbil til salgs,Personbil,478000,,113000,0481 Oslo,2013,184 g/km,Offroad modus,SUV/Offroad,Ikke inklusiv,474340,,Automat,Metallic,Svart,3660,98612973,,204,3 l,Sort/beige skinn
,5,Firehjulsdrift,04.05.2001,2,Diesel,Hyundai Galloper,3,Norge,ZF98101,Bruktbil til salgs,Varebil,26046,,253800,8406 Sortland,2001,,,SUV/Offroad,Inklusiv,25000,1 785 kg,Manuell,,Rød,1046,92992709,,99,"2,5 l",
,,Firehjulsdrift,30.03.2007,7,Diesel,Mitsubishi Pajero,5,Norge,,Bruktbil til salgs,Personbil,309000,,124389,1617 Fredrikstad,2007,,,SUV/Offroad,Inklusiv,305340,2 285 kg,Automat,,Sølv,3660,98617796,,170,"3,2 l",Sort Skinn
,3,Forhjulsdrift,31.08.2000,5,Bensin,Toyota Corolla,5,Norge,XN26174,Bruktbil til salgs,Personbil,20000,,259486,7070 Bosberg,2000,162 g/km,,Kombi 5-dørs,Ikke inklusiv,18431,1 085 kg,Manuell,,Grønn,1569,98617433,,97,"1,4 l",Grå
,,Firehjulsdrift,30.09.2016,5,Diesel,Honda CR-V,5,Norge,YF10524,Bruktbil til salgs,Personbil,420000,589 l,13530,8008 Bodø,2016,,,SUV/Offroad,Ikke inklusiv,413936,1 625 kg,Manuell,Hvit perlemor,Hvit,6064,98617807,,160,"1,6 l",Svart
,,Firehjulsdrift,,5,Bensin,Subaru Outback,5,Norge,BT56771,Bruktbil til salgs,Personbil,515000,,2000,1351 Rud,2017,,symetrical AWD,Stasjonsvogn,Inklusiv,508936,,Automat,Dark Grey Metallic,Grå,6064,98609492,,175,"2,5 l",Beige skinn
,4,Bakhjulsdrift,07.05.2007,5,Diesel,BMW 3-serie,5,Norge,VF87266,Bruktbil til salgs,Personbil,67660,,158000,1523 Moss,2007,155 g/km,,Stasjonsvogn,Inklusiv,64000,1 505 kg,Manuell,,Sølv,3660,98616768,,177,2 l,Sort Skinn
,2,Forhjulsdrift,26.06.2008,2,Diesel,Ford Transit Connect,5,Norge,SU63273,Bruktbil til salgs,Varebil,47500,,127000,1734 Hafslundsøy,2008,171 g/km,,Kasse,Inklusiv,46245,1 575 kg,Manuell,,Hvit,1255,98615897,,90,"1,8 l",
,1,Forhjulsdrift,11.02.2010,5,Bensin,Mercedes-Benz A-Klasse,5,Norge,SU83854,Bruktbil til salgs,Personbil,99500,,69000,3580 Geilo,2010,169 g/km,,Kombi 5-dørs,Ikke inklusiv,95840,1 204 kg,Automat,,Hvit,3660,98614845,,116,"1,7 l",Beige
,2,Forhjulsdrift,28.02.2013,5,Diesel,Ford Fiesta,5,Norge,RK58576,Bruktbil til salgs,Personbil,112614,,36215,3227 Sandefjord,2013,87 g/km,,Kombi 5-dørs,Ikke inklusiv,110000,1 042 kg,Manuell,,Grå,2614,98617074,,95,"1,6 l",
,1,Firehjulsdrift,06.05.2015,5,Bensin,BMW 3-serie,4,Norge,SD76083,Bruktbil til salgs,Personbil,449064,,29500,5570 Aksdal,2015,153 g/km,xDrive,Sedan,Inklusiv,443000,1 505 kg,Automat,Mineralgrå metallic,Grå,6064,90466321,,184,2 l,Grå
,,Forhjulsdrift,01.08.2008,5,Diesel,Toyota Auris,5,Norge,CF47687,Bruktbil til salgs,Personbil,59000,,125000,1473 Lørenskog,2008,,,Kombi 5-dørs,Inklusiv,55340,1 280 kg,Manuell,met.,Sølv,3660,98617510,,90,"1,4 l",
,2,Forhjulsdrift,18.10.1994,5,Bensin,Volvo 940,5,Norge,JU68193,Bruktbil til salgs,Personbil,31569,,340000,3520 Jevnaker,1991,,,Stasjonsvogn,Inklusiv,30000,1 385 kg,Manuell,,Blå,1569,98616622,,,,
,,Forhjulsdrift,14.01.2004,4,Bensin,Citroen C2,,Norge,JD34676,Bruktbil til salgs,Personbil,29569,,147000,4050 Sola,2004,,,Coupe,Inklusiv,28000,987 kg,Manuell,,Svart,1569,98617471,,73,"1,4 l",
,,Forhjulsdrift,20.02.2014,5,Bensin,Mercedes-Benz B-Klasse,5,Norge,YE95691,Bruktbil til salgs,Personbil,265000,488 l,41492,8008 Bodø,2014,,,Kombi 5-dørs,Ikke inklusiv,258936,1 350 kg,Automat,,Hvit,6064,98617444,,122,"1,6 l",
,,Firehjulsdrift,,2,Bensin,Jeep,,Norge,T3857,Bruktbil til salgs,Personbil,79000,,80000,2840 Reinsvoll,1957,,,Cabriolet,Inklusiv,,,Automat,,Grønn,Fritatt,98614837,,,5 l,
,2,Forhjulsdrift,09.01.2012,5,Diesel,Nissan Qashqai,5,Norge,BS38806,Bruktbil til salgs,Personbil,119660,410 l,101000,1465 Strømmen,2012,137 g/km,,Kombi 5-dørs,Inklusiv,116000,1 320 kg,Manuell,,Svart,3660,95088879,,110,"1,5 l",Svart
,,Forhjulsdrift,22.10.2013,3,Diesel,Volkswagen Transporter,4,Norge,,Bruktbil til salgs,Varebil,199000,1187 l,75000,9409 Harstad,2013,,,Kasse,Ikke inklusiv,197745,1 738 kg,Manuell,,Hvit,1255,98617249,,114,2 l,
,4,Forhjulsdrift,25.09.1997,5,Bensin,Toyota Corolla,5,Norge,,Bruktbil til salgs,Personbil,13569,,193000,9018 Tromsø,1997,,,Kombi 5-dørs,Ikke inklusiv,12000,1 070 kg,Manuell,,Svart,1569,98616060,,86,"1,3 l",
,3,Forhjulsdrift,05.09.2006,2,Bensin,Ford,,Norge,RJ60793,Bruktbil til salgs,Personbil,43569,,78000,4352 Kleppe,2003,189 g/km,,Cabriolet,,42000,1 061 kg,Manuell,,Rød,1569,98616531,,95,"1,6 l",
,,Firehjulsdrift,01.01.2003,5,Bensin,Nissan X-Trail,5,Norge,pd10127,Bruktbil til salgs,Personbil,39969,,188000,4620 Kristiansand,2003,237 g/km,,Stasjonsvogn,Inklusiv,38400,,Automat,,Grå,1569,98616097,,140,2 l,
,1,Bakhjulsdrift,20.04.2017,2,Bensin,Mazda MX-5,2,Norge,Ra46995,Bruktbil til salgs,Personbil,389000,,1525,4480 Kvinesdal,2017,142 g/km,,Cabriolet,Inklusiv,385027,,Manuell,Machine Grey,Grå,3973,98615970,,150,"1,5 l",Sort skinn
,1,Forhjulsdrift,23.09.2009,5,Diesel,Ford Mondeo,5,Norge,BR84198,Bruktbil til salgs,Personbil,98000,554 l,91185,1396 Billingstad,2009,,,Stasjonsvogn,Ikke inklusiv,94340,1 501 kg,Manuell,,Grå,3660,98616994,,116,2 l,
,1,Forhjulsdrift,26.05.2009,5,Bensin,Hyundai i10,5,Norge,RJ96364,Bruktbil til salgs,Personbil,60614,,60000,4028 Stavanger,2009,139 g/km,,Kombi 5-dørs,Inklusiv,58000,960 kg,Automat,,Blå,2614,98615973,,77,"1,2 l",
,,Firehjulsdrift,30.04.2013,5,Diesel,Volvo XC 60,5,Norge,,Bruktbil til salgs,Personbil,429000,490 l,105287,4341 Bryne,2013,,,SUV/Offroad,Ikke inklusiv,425340,1 730 kg,Automat,,Blå,3660,98616981,,215,"2,4 l",
,7,Forhjulsdrift,09.03.2001,5,Bensin,Volvo V70,5,Norge,,Bruktbil til salgs,Personbil,26569,,260000,1940 Bjørkelangen,2001,,,Stasjonsvogn,Inklusiv,25000,1 620 kg,Automat,Røyksølv metallic,Grå,1569,91316848,,179,2 l,Grå/ Sort delskinn Komfortinteriør
,1,Forhjulsdrift,02.03.2016,4,Bensin,Fiat 500,3,Norge,,Bruktbil til salgs,Personbil,178973,,12000,3085 Holmestrand,2016,90 g/km,,Kombi 3-dørs,Inklusiv,175000,930 kg,Manuell,Perlemor,Hvit,3973,98613115,,85,"0,9 l",Svart skinn
,4,Bakhjulsdrift,30.08.2011,4,Diesel,BMW 3-serie,2,Norge,BS30949,Bruktbil til salgs,Personbil,163660,,155000,3550 Gol,2008,128 g/km,,Coupe,Inklusiv,160000,1 430 kg,Manuell,,Hvit,3660,98614350,,177,2 l,Rødt
,,Forhjulsdrift,,5,Bensin,Opel Astra,5,,AA47407,Auksjon,Personbil,21369,,152700,3170 Sem,2003,,,Kombi 5-dørs,Inklusiv,,1 130 kg,Manuell,Blå,Blå,1569,98616811,,101,1 598 l,
,6,Forhjulsdrift,31.08.2005,5,Diesel,Volkswagen Passat,5,Norge,SU20134,Bruktbil til salgs,Personbil,29069,,250000,5912 Seim,2005,151 g/km,,Stasjonsvogn,Inklusiv,27500,1 445 kg,Manuell,,Sølv,1569,98616286,,101,"1,9 l",
,,Forhjulsdrift,30.05.2011,4,Diesel,Fiat Ducato,,Norge,HJ88816,Bruktbil til salgs,Personbil,579900,,35100,3170 Sem,2011,,,Annet,Ikke inklusiv,578645,,Manuell,,Hvit,1255,98608841,,130,"2,3 l",
,,Firehjulsdrift,28.06.2016,7,Diesel,Volvo XC 90,5,Norge,,Bruktbil til salgs,Personbil,779000,314 l,25600,2320 Furnes,2016,,,SUV/Offroad,Ikke inklusiv,772936,1 953 kg,Automat,Twilight Bronze Met,Brun,6064,98616710,,225,2 l,Skinn Vent Mørkegrå
,,Forhjulsdrift,,5,Diesel,Ford Mondeo,5,Norge,KH31168,Bruktbil til salgs,Personbil,29900,,278000,1391 Vollen,2005,158 g/km,,Stasjonsvogn,Inklusiv,28331,,Manuell,Brilliant Sort Metallic,Svart,1569,98614157,,130,2 l,Grå
,1,Forhjulsdrift,09.03.2005,5,Bensin,Audi A3,,Norge,SU12083,Bruktbil til salgs,Personbil,45569,,84000,5232 Paradis,2000,,,Kombi 5-dørs,Inklusiv,44000,1 090 kg,Manuell,,Svart,1569,98614717,,101,"1,6 l",
,2,Bakhjulsdrift,19.06.2003,5,Bensin,Mazda 929,,Norge,YU26208,Bruktbil til salgs,Personbil,17000,,469000,7580 Selbu,1987,,,Sedan,Inklusiv,,1 350 kg,Manuell,,Grå,Fritatt,98265079,,136,"2,2 l",
,,Forhjulsdrift,06.12.2013,3,Diesel,Ford Transit Connect,4,Norge,,Bruktbil til salgs,Varebil,169000,,45000,9409 Harstad,2013,,,Kasse,Ikke inklusiv,167745,1 445 kg,Manuell,,Hvit,1255,98616267,,95,,
,,Forhjulsdrift,02.07.2002,5,Bensin,Volkswagen Polo,5,Norge,AD92664,Bruktbil til salgs,Personbil,32569,,124000,1607 Fredrikstad,2003,180 g/km,,Kombi 5-dørs,Inklusiv,31000,1 053 kg,Automat,,Sølv,1569,98392955,,75,"1,4 l",
,,Firehjulsdrift,,4,Bensin,Suzuki Jimny,,Norge,,Bruktbil til salgs,Personbil,89000,,101000,4580 Lyngdal,2005,174 g/km,,SUV/Offroad,Ikke inklusiv,87431,,Manuell,,Svart,1569,98615658,,84,"1,3 l",
,1,Bakhjulsdrift,09.02.2004,5,Bensin,BMW 3-serie,5,Norge,BP88310,Bruktbil til salgs,Personbil,59900,,94000,1400 Ski,2004,177 g/km,,Stasjonsvogn,Inklusiv,58331,,Manuell,,Blå,1569,98615292,,116,"1,8 l",Grå
,1,Firehjulsdrift,29.10.2015,5,Bensin,Subaru Outback,5,Norge,,Bruktbil til salgs,Personbil,450000,,23000,1815 Askim,2015,,,Stasjonsvogn,Inklusiv,443936,1 598 kg,Automat,Blå metallic,Blå,6064,98616184,,175,"2,5 l",Sort skinn
,4,Forhjulsdrift,08.01.2003,3,Diesel,Mercedes-Benz Vito,4,Norge,ST72442,Bruktbil til salgs,Personbil,26569,,185000,7510 Skatval,2003,224 g/km,,Kasse,Inklusiv,25000,1 646 kg,Automat,,Blå,1569,98615152,,102,"2,1 l",Grå
,8,Firehjulsdrift,19.06.2002,5,Gass+bensin,Chevrolet Tahoe,5,Norge,ZE98468,Bruktbil til salgs,Personbil,108569,,252870,7670 Inderøy,2002,,,SUV/Offroad,Inklusiv,107000,2 445 kg,Automat,,Beige,1569,98615428,,273,"5,3 l",
,1,Bakhjulsdrift,09.10.2009,5,Diesel,BMW 1-serie,5,Norge,TV78689,Bruktbil til salgs,Personbil,149900,450 l,43400,5309 Kleppestø,2010,,,Kombi 5-dørs,Ikke inklusiv,146240,1 305 kg,Manuell,Le-Mans-Blå Metallic,Blå,3660,98615834,,90,116 l,Del-skinn
,,Firehjulsdrift,,5,Elektrisitet+bensin,Mitsubishi Outlander,,Norge,,Bruktbil til salgs,Personbil,239064,,147000,3735 Skien,2014,,,SUV/Offroad,Inklusiv,233000,,Automat,,Svart,6064,98502264,,202,,
,,Forhjulsdrift,02.07.2008,5,Bensin,Opel Corsa,,Norge,,Bruktbil til salgs,Personbil,49900,,109500,1473 Lørenskog,2008,,,,Inklusiv,47286,1 085 kg,Manuell,,Svart,2614,98615850,,80,"1,2 l",Svart
,,Forhjulsdrift,18.06.2007,5,Diesel,Ford Focus,5,Norge,,Bruktbil til salgs,Personbil,49000,494 l,187000,2821 Gjøvik,2007,,,Stasjonsvogn,Ikke inklusiv,45340,1 311 kg,Manuell,,Grå,3660,98615747,,90,,
,1,Firehjulsdrift,30.11.2015,5,Elektrisitet+bensin,Mitsubishi Outlander,5,Norge,,Bruktbil til salgs,Personbil,429000,,24700,4313 Sandnes,2016,,,SUV/Offroad,Ikke inklusiv,422936,1 845 kg,Automat,Granite brown metallic,Brun,6064,98615787,,202,2 l,Sort skinn
,3,Forhjulsdrift,27.05.2008,5,Diesel,Volkswagen Passat,5,Norge,SU63703,Bruktbil til salgs,Personbil,63660,,142500,5015 Bergen,2008,137 g/km,,Stasjonsvogn,Inklusiv,60000,1 477 kg,Manuell,,Svart,3660,98612453,,105,"1,9 l",Svart
,,Firehjulsdrift,01.03.2017,5,Elektrisitet+diesel,Volvo V60,5,Norge,,Bruktbil til salgs,Personbil,559000,305 l,12500,2320 Furnes,2017,,,Stasjonsvogn,Ikke inklusiv,552936,1 905 kg,Automat,Onyx sort metallic,Svart,6064,98615653,,288,"2,4 l",Beechwood skinn sportstoler
,1,Forhjulsdrift,30.04.2007,5,Bensin,Toyota Corolla,4,Norge,SU45302,Bruktbil til salgs,Personbil,57614,,148017,5152 Bønes,2007,168 g/km,,Sedan,Inklusiv,55000,1 135 kg,Manuell,,Svart,2614,98614010,,110,"1,6 l",
,,Firehjulsdrift,04.02.2008,5,Diesel,Toyota RAV4,5,Norge,,Bruktbil til salgs,Personbil,99000,,166000,0661 Oslo,2008,175 g/km,,SUV/Offroad,Ikke inklusiv,95340,,Manuell,Metallic,Blå,3660,98615050,,136,"2,2 l",Sort skinninteriør
,1,Forhjulsdrift,28.11.2012,5,Bensin,Chevrolet Aveo,5,Norge,,Bruktbil til salgs,Personbil,112614,,47000,7058 Jakobsli,2013,111 g/km,,Kombi 5-dørs,Inklusiv,110000,1 064 kg,Manuell,,Blå,2614,98614381,,86,"1,2 l",Svart / grå
,4,Forhjulsdrift,17.09.2008,5,Elektrisitet+bensin,Toyota Prius,5,Norge,RJ89857,Bruktbil til salgs,Personbil,63660,,198000,2838 Snertingdal,2008,104 g/km,,Kombi 5-dørs,Inklusiv,60000,1 300 kg,Automat,,Blå,3660,86781134,,78,"1,5 l",
,1,Firehjulsdrift,23.07.2014,3,Diesel,Volkswagen Transporter,5,Norge,KT88091,Bruktbil til salgs,Varebil,246987,,47500,3408 Tranby,2014,206 g/km,4Motion,Kasse,Inklusiv,245000,1 842 kg,Manuell,Naturalgrå  metallic,Grå,1987,98611911,,140,2 l,Titansort/grå
,3,Firehjulsdrift,01.01.1968,7,Bensin,Volvo,4,Norge,X009191,Bruktbil til salgs,Personbil,26000,,70025,9700 Lakselv,1968,,,Annet,Inklusiv,,1 670 kg,Manuell,,Grønn,Fritatt,98614249,,65,"1,8 l",
,1,Firehjulsdrift,,5,Bensin,Suzuki SX4 S-Cross,5,Norge,,Bruktbil til salgs,Personbil,289000,,52000,4580 Lyngdal,2015,,,SUV/Offroad,Ikke inklusiv,285027,,Automat,Blå met,Blå,3973,98614843,,120,"1,6 l",
,3,Forhjulsdrift,13.07.2000,5,Bensin,Opel Corsa,5,Norge,UF10630,Bruktbil til salgs,Personbil,15569,,187792,5053 Bergen,2000,,,Kombi 5-dørs,Inklusiv,14000,895 kg,Manuell,,Blå,1569,98567611,,54,1 l,
,,Firehjulsdrift,29.08.2014,5,Diesel,BMW X5,5,Norge,,Bruktbil til salgs,Personbil,759000,650 l,59133,3400 Lier,2014,,,SUV/Offroad,Ikke inklusiv,752936,2 070 kg,Automat,SOPHISTOGRAU BRILLIANTEFFEKT METALLIC (A90),Grå,6064,98615277,,258,3 l,LEDER DAKOTA/SCHWARZ (LCSW)
,2,Firehjulsdrift,02.03.2010,5,Diesel,Volvo,5,Norge,FT31339,Bruktbil til salgs,Personbil,144569,,233500,2345 Ådalsbruk,2005,239 g/km,,SUV/Offroad,Inklusiv,143000,2 003 kg,Automat,,Svart,1569,98614363,,210,"2,4 l",Svart
,1,Firehjulsdrift,29.05.2015,5,Diesel,Mazda CX-5,5,Norge,,Bruktbil til salgs,Personbil,399000,503 l,48200,2007 Kjeller,2015,,,SUV/Offroad,Ikke inklusiv,,1 490 kg,Automat,Jet Black,Svart,Fritatt,98615255,,175,"2,2 l",OFF-White
,,Bakhjulsdrift,28.02.2017,4,Bensin,Mercedes-Benz C-Klasse,2,Norge,,Bruktbil til salgs,Personbil,519000,400 l,1500,1473 Lørenskog,2017,,,Coupe,Ikke inklusiv,512936,1 430 kg,Automat,Polarhvit,Hvit,6064,98615270,,156,"1,6 l",Sort AMG
,2,Firehjulsdrift,03.01.2012,5,Bensin,Audi RS3,5,Norge,BS76903,Bruktbil til salgs,Personbil,419660,,143000,1448 Drøbak,2012,,,Stasjonsvogn,Ikke inklusiv,416000,1 575 kg,Automat,,Hvit,3660,98615151,,340,"2,5 l",
,5,Forhjulsdrift,04.03.2004,5,Bensin,Alfa Romeo 147,3,Norge,RJ31649,Bruktbil til salgs,Personbil,25069,,172500,4330 Ålgård,2004,194 g/km,,Kombi 3-dørs,Ikke inklusiv,23500,1 200 kg,Manuell,,Rød,1569,98614307,,120,"1,6 l",
,,Forhjulsdrift,07.10.2013,5,Bensin,Kia Rio,5,Norge,,Bruktbil til salgs,Personbil,119000,288 l,41000,5235 Rådal,2013,,,Kombi 5-dørs,Ikke inklusiv,116386,1 029 kg,Manuell,Bright Silver Metallic,Sølv,2614,98615206,,84,"1,2 l",Svart stoff.
,2,Firehjulsdrift,08.09.2010,2,Diesel,Nissan Navara,4,Norge,NV62342,Bruktbil til salgs,Varebil,199900,,56971,3616 Kongsberg,2010,248 g/km,2wd 4høy 4lav diff.lock,Pickup,Inklusiv,198645,1 972 kg,Manuell,,Blå,1255,98613264,,171,"2,5 l",
,4,Forhjulsdrift,21.05.2002,2,Diesel,Volkswagen Transporter,4,Norge,BD30040,Bruktbil til salgs,Varebil,40000,,257000,6869 Hafslo,2002,,,Kasse,Inklusiv,,1 710 kg,Manuell,,Hvit,Fritatt,98614096,,102,"2,5 l",
,2,Forhjulsdrift,06.05.2014,5,Elektrisitet,Nissan Leaf,5,Norge,EL38448,Bruktbil til salgs,Personbil,93560,370 l,58000,3420 Lierskogen,2012,,,Kombi 5-dørs,Inklusiv,89900,1 530 kg,Automat,,Svart,3660,98613690,,109,0 l,
,1,Forhjulsdrift,16.07.2015,5,Elektrisitet,Nissan Leaf,,Norge,,Bruktbil til salgs,Personbil,113999,,39498,1054 Oslo,2012,,,Kombi 5-dørs,Inklusiv,110339,1 530 kg,Automat,,Hvit,3660,98610484,,33,0 l,Lys beige
,,,31.05.2010,5,Diesel,Ford Focus,,Norge,,Bruktbil til salgs,Personbil,59660,,209000,3050 Mjøndalen,2010,,,,Inklusiv,56000,1 361 kg,Automat,,Rød,3660,98614871,,110,2 l,
,,Firehjulsdrift,,5,Diesel,Nissan X-Trail,5,Norge,kz55038,Bruktbil til salgs,Personbil,49569,,232000,3340 Åmot,2004,0 g/km,,Stasjonsvogn,Inklusiv,48000,,Manuell,,Grå,1569,98614206,,0,"2,2 l",
,,Firehjulsdrift,05.09.2006,5,Diesel,Toyota Land Cruiser,5,Norge,RJ63668,Bruktbil til salgs,Personbil,329000,,61436,4313 Sandnes,2006,,,SUV/Offroad,Inklusiv,325340,1 960 kg,Automat,,Grå,3660,98614739,,166,3 l,
,,Forhjulsdrift,05.01.2005,5,Bensin,Mazda 6,5,Norge,AD99780,Bruktbil til salgs,Personbil,39900,,148000,2312 Ottestad,2005,,,Stasjonsvogn,Ikke inklusiv,38331,1 335 kg,Manuell,,Svart,1569,98614645,,120,"1,8 l",
,,Firehjulsdrift,29.08.2005,5,Diesel,Volvo XC 70,5,Norge,AA51704,Bruktbil til salgs,Personbil,138500,,185500,1523 Moss,2005,,,SUV/Offroad,Ikke inklusiv,136931,1 702 kg,Automat,Mørkgrå Metalic,Grå,1569,98614639,,163,"2,4 l",
,3,Forhjulsdrift,12.11.1999,5,Bensin,Opel Vectra,5,Norge,AJ49258,Bruktbil til salgs,Personbil,8569,,227325,0597 Oslo,2000,,,Stasjonsvogn,Inklusiv,7000,1 303 kg,Manuell,,Sølv,1569,98613095,,116,"1,8 l",
,4,Firehjulsdrift,09.08.2001,5,Bensin,Subaru Forester,5,Norge,VX25041,Bruktbil til salgs,Personbil,26069,,231217,7043 Trondheim,2001,229 g/km,,Stasjonsvogn,Ikke inklusiv,24500,1 345 kg,Manuell,,Sølv,1569,98611771,,125,2 l,
,3,Bakhjulsdrift,01.01.1966,5,Bensin,Ford Taunus,3,Norge,,Bruktbil til salgs,Personbil,18000,200 l,0,8530 Bjerkvik,1966,,,Stasjonsvogn,Ikke inklusiv,,1 060 kg,Manuell,Mørk rød,Rød,Fritatt,98129769,,75,1 699 l,Sort / Grå
,,Firehjulsdrift,10.10.2012,5,Diesel,Mercedes-Benz GLK,5,Norge,DN99853,Bruktbil til salgs,Personbil,399000,,85000,4621 Kristiansand,2013,,,SUV/Offroad,Ikke inklusiv,395340,1 805 kg,Automat,755 Tenorite Grå,Grå,3660,98614482,,170,"2,1 l",921 Sort Delskinn/Alcantara
,,Forhjulsdrift,01.01.2010,4,Bensin,Audi A5,2,Norge,,Bruktbil til salgs,Personbil,258800,,114963,2069 Jessheim,2010,,,Coupe,Ikke inklusiv,255140,,Automat,PHANTOMSORT METALLIC,Svart,3660,98613989,,180,2 l,SORT
,2,Bakhjulsdrift,01.03.2004,5,Diesel,Mercedes-Benz E-Klasse,4,Norge,,Bruktbil til salgs,Personbil,130569,,160000,1470 Lørenskog,2004,183 g/km,,Sedan,Inklusiv,129000,1 660 kg,Automat,,Beige,1569,95807670,,204,"3,2 l",
,,Bakhjulsdrift,26.11.2010,5,Diesel,Mercedes-Benz E-Klasse,5,Norge,BS17025,Bruktbil til salgs,Personbil,198660,690 l,313000,3812 Akkerhaugen,2011,162 g/km,,Stasjonsvogn,Inklusiv,195000,1 770 kg,Automat,Obsidian svart,Svart,3660,98464455,,170,"2,1 l",Svart skinn
,2,Forhjulsdrift,25.09.2008,5,Diesel,Ford S-MAX,5,Norge,RJ90277,Bruktbil til salgs,Personbil,108660,755 l,142000,4307 Sandnes,2006,169 g/km,,Stasjonsvogn,Inklusiv,105000,1 668 kg,Manuell,,Svart,3660,95940634,,140,2 l,
,4,Firehjulsdrift,12.05.2009,7,Diesel,BMW X5,5,Norge,,Bruktbil til salgs,Personbil,322660,,171000,2340 Løten,2009,214 g/km,,SUV/Offroad,Ikke inklusiv,319000,2 075 kg,Automat,,Hvit,3660,88743048,,211,3 l,
