tabled_Innskudd,tabled_Antall eiere,tabled_Hjuldrift,tabled_1. gang registrert,tabled_Antall seter,tabled_Drivstoff,title,tabled_Antall dører,tabled_Bilen står i,tabled_Reg.nr.,tabled_Salgsform,tabled_Avgiftsklasse,price,tabled_Str. lasterom,tabled_Km.stand,place,tabled_Årsmodell,tabled_CO2 utslipp,tabled_Hjuldriftnavn,tabled_Karosseri,tabled_Årsavgift,tabled_Pris eks omreg,tabled_Vekt,tabled_Girkasse,tabled_Fargebeskrivelse,tabled_Farge,tabled_Omregistrering,id,tabled_Forrige pris,tabled_Effekt,tabled_Sylindervolum,tabled_Interiørfarge
,,Forhjulsdrift,30.03.2007,5,Diesel,Alfa Romeo GT,2,Norge,,Bruktbil til salgs,Personbil,79900,320 l,136000,0754 Oslo,2007,,,Coupe,Ikke inklusiv,76240,1 320 kg,Manuell,Metallic,Svart,3660,97939222,,150,"1,9 l",Sort skinn
,5,Firehjulsdrift,05.01.2004,7,Bensin,Chrysler Voyager,5,Norge,DK71825,Bruktbil til salgs,Personbil,76569,,178943,0170 Oslo,2003,311 g/km,,Flerbruksbil,Ikke inklusiv,75000,2 085 kg,Automat,,Svart,1569,97937141,,174,"3,3 l",Lysebrunskinn
,4,Forhjulsdrift,24.04.2009,5,Bensin,Nissan Qashqai,5,Norge,BR78376,Bruktbil til salgs,Personbil,75000,,142000,0970 Oslo,2009,159 g/km,,Kombi 5-dørs,Inklusiv,,1 297 kg,Manuell,,Sølv,Fritatt,97937146,,114,"1,6 l",
,2,Firehjulsdrift,,5,Diesel,BMW X3,5,Norge,BS94170,Bruktbil til salgs,Personbil,295000,,99500,4639 Kristiansand,2011,,,SUV/Offroad,Ikke inklusiv,291340,,Automat,Alpin hvit,Hvit,3660,73018378,,184,2 l,Sort
,,Firehjulsdrift,,4,Bensin,Porsche 911,,Norge,,Bruktbil til salgs,Personbil,1890000,,9000,5258 Blomsterdalen,2017,,,Coupe,Ikke inklusiv,1883936,,Automat,Agathe Grey,Grå,6064,97939070,,420,3 l,
,3,Firehjulsdrift,17.06.2004,7,Diesel,Nissan Patrol,,Norge,AX86116,Bruktbil til salgs,Personbil,136569,,201000,2610 Mesnali,2004,,,SUV/Offroad,Inklusiv,135000,2 350 kg,Automat,,Sølv,1569,97924099,,158,3 l,
,3,Forhjulsdrift,01.12.2010,5,Diesel,Volkswagen Passat,5,Norge,DN54362,Bruktbil til salgs,Personbil,179000,,94000,2409 Elverum,2011,135 g/km,,Stasjonsvogn,Inklusiv,175340,1 526 kg,Automat,,Svart,3660,97938347,,140,2 l,
,1,Bakhjulsdrift,31.03.2011,4,Bensin,BMW 3-serie,3,Norge,BS22376,Bruktbil til salgs,Personbil,197000,,70000,4024 Stavanger,2007,,,Coupe,Inklusiv,193340,1 540 kg,Automat,,Grå,3660,77576613,,232,3 l,Brun
,2,Firehjulsdrift,31.01.2012,5,Diesel,MINI Countryman,5,Norge,,Bruktbil til salgs,Personbil,195000,,47300,1053 Oslo,2012,,,Stasjonsvogn,Ikke inklusiv,191340,1 380 kg,Manuell,,Rød,3660,97938978,,112,,
,,Forhjulsdrift,29.07.2014,5,Diesel,Volvo V40 Cross Country,5,Norge,,Bruktbil til salgs,Personbil,229000,335 l,36686,4341 Bryne,2014,,,Kombi 5-dørs,Ikke inklusiv,222936,1 312 kg,Manuell,,Rød,6064,97939012,,114,"1,6 l",
,1,Bakhjulsdrift,28.08.2014,4,Elektrisitet,Peugeot iOn,5,Norge,,Bruktbil til salgs,Personbil,93895,,44000,7026 Trondheim,2014,,,Kombi 5-dørs,Inklusiv,90000,1 065 kg,Automat,,Hvit,3895,71135722,,67,0 l,
,5,Firehjulsdrift,15.01.2007,7,Bensin,BMW X5,5,Norge,BR43518,Bruktbil til salgs,Personbil,273660,,172000,4708 Vennesla,2007,,,SUV/Offroad,Inklusiv,270000,2 240 kg,Automat,,Sølv,3660,97936366,,262,3 l,
,,Forhjulsdrift,30.09.2016,5,Bensin,Ford Mondeo,5,Norge,,Bruktbil til salgs,Personbil,408900,500 l,7400,0754 Oslo,2016,,,Stasjonsvogn,Ikke inklusiv,402836,1 452 kg,Automat,Metallic,Grå,6064,97938874,,160,"1,5 l",Sort
,1,Firehjulsdrift,05.05.2014,5,Diesel,Mercedes-Benz GLA,5,Norge,DP49900,Bruktbil til salgs,Personbil,385000,,55000,0805 Oslo,2014,,,SUV/Offroad,Ikke inklusiv,378936,1 520 kg,Automat,Moutain grey met.,Grå,6064,97938899,,170,"2,1 l",Sort Dinamica
,6,Forhjulsdrift,06.01.2010,5,Diesel,Volkswagen Golf,5,Norge,JD54655,Bruktbil til salgs,Personbil,105660,,180000,2410 Hernes,2010,119 g/km,,Kombi 5-dørs,Inklusiv,102000,1 239 kg,Manuell,,Sølv,3660,97935373,,105,"1,6 l",
,3,Forhjulsdrift,16.09.2009,5,Diesel,Volkswagen Golf,5,Norge,PP84706,Bruktbil til salgs,Personbil,108588,,88000,4621 Kristiansand,2010,118 g/km,,Kombi 5-dørs,Inklusiv,105000,1 239 kg,Manuell,,Rød,3588,85237887,,90,"1,6 l",
,1,Firehjulsdrift,17.02.2017,3,Diesel,Mercedes-Benz Vito,5,Norge,DR22944,Bruktbil til salgs,Varebil,465000,,9800,2040 Kløfta,2017,,,Kasse,Ikke inklusiv,,1 862 kg,Automat,,Sølv,Inklusiv,97938745,,136,"2,1 l",Sort
,3,Forhjulsdrift,18.04.2011,4,Bensin,MINI Cooper,2,Norge,SV11494,Bruktbil til salgs,Personbil,138614,,75000,4637 Kristiansand,2011,133 g/km,,Cabriolet,Inklusiv,136000,1 165 kg,Manuell,Nightfire rød metallic,Rød,2614,94433419,,122,"1,6 l",sort skinn
,,Forhjulsdrift,05.07.2010,7,Diesel,Ford S-MAX,5,Norge,,Bruktbil til salgs,Personbil,219900,1051 l,122000,0754 Oslo,2011,,,Flerbruksbil,Ikke inklusiv,216240,1 668 kg,Manuell,Metallic,Grå,3660,97938743,,140,2 l,Sort
,,Firehjulsdrift,03.03.2015,5,Diesel,BMW X3,5,Norge,,Bruktbil til salgs,Personbil,578500,550 l,42000,1617 Fredrikstad,2015,,,SUV/Offroad,Ikke inklusiv,572436,1 745 kg,Automat,ALPINWEISS 3 (300),Hvit,6064,97938682,,190,2 l,LEDER NEVADA/SCHWARZ (LUSW)
,4,Forhjulsdrift,04.03.2004,5,Bensin,Audi A4,5,Norge,RJ31633,Bruktbil til salgs,Personbil,9569,,278012,4018 Stavanger,2003,187 g/km,,Stasjonsvogn,,8000,1 350 kg,Manuell,,Sølv,1569,97938144,,102,"1,6 l",
,,Bakhjulsdrift,14.10.1971,4,Bensin,Porsche 911,,Norge,PP40624,Bruktbil til salgs,Personbil,1650000,,147742,1555 Son,1972,,,Coupe,Inklusiv,,,Manuell,Beige Grey,Grå,Fritatt,97936536,,165,"2,4 l",Sort
,2,Firehjulsdrift,21.12.2005,7,Diesel,Volvo XC 90,5,Norge,LJ21309,Bruktbil til salgs,Personbil,189000,,215000,8340 Stamsund,2006,239 g/km,,SUV/Offroad,Inklusiv,185412,2 058 kg,Automat,,Svart,3588,86670850,,185,"2,4 l",Beige
,,Bakhjulsdrift,28.06.2013,5,Diesel,Mercedes-Benz E-Klasse,5,Norge,,Bruktbil til salgs,Personbil,359000,,103000,2010 Strømmen,2014,,,Stasjonsvogn,Inklusiv,355340,1 770 kg,Automat,Obsidian Black Metallic,Svart,3660,97938573,,136,"2,1 l",
,3,Forhjulsdrift,12.04.2007,5,Diesel,Peugeot 207,5,Norge,LJ27079,Bruktbil til salgs,Personbil,41614,,160000,1555 Son,2007,120 g/km,,Kombi 5-dørs,Inklusiv,39000,1 186 kg,Manuell,,Svart,2614,96805667,,68,"1,4 l",
,2,Bakhjulsdrift,23.05.1986,5,Bensin,Volvo 240,,Norge,FS61662,Bruktbil til salgs,Personbil,50000,,162300,8340 Stamsund,1986,,,Sedan,Inklusiv,48415,1 280 kg,Automat,Grå,Sølv,1585,84639670,,116,"2,3 l",Blå
,2,Firehjulsdrift,30.05.2013,5,Diesel,Mercedes-Benz Geländewagen,5,Norge,KH90018,Bruktbil til salgs,Personbil,933550,,102550,0687 Oslo,2013,,,SUV/Offroad,Inklusiv,930000,2 495 kg,Automat,Magnetite Black Metallic,Svart,3550,96996356,,211,3 l,Sort Designo
,,Forhjulsdrift,29.04.2014,5,Diesel,Ford Focus,5,Norge,,Bruktbil til salgs,Personbil,169900,490 l,44850,0754 Oslo,2014,,,Stasjonsvogn,Ikke inklusiv,163836,1 292 kg,Manuell,Brisbane,Grå,6064,97938439,,116,"1,6 l",Sort
,2,Forhjulsdrift,04.01.2010,5,Diesel,Audi A4,5,Norge,BR89805,Bruktbil til salgs,Personbil,71569,,201000,2052 Jessheim,2005,158 g/km,,Stasjonsvogn,Inklusiv,70000,1 490 kg,Manuell,,Svart,1569,97937637,,140,2 l,
,3,Forhjulsdrift,04.04.2005,5,Diesel,Citroen C5,5,Norge,,Bruktbil til salgs,Personbil,26569,,143500,6150 Ørsta,2005,142 g/km,,Kombi 5-dørs,Inklusiv,25000,1 424 kg,Manuell,,Grå,1569,97933849,,109,"1,6 l",
,2,Forhjulsdrift,29.08.2012,5,Diesel,Volvo V70,5,Norge,,Bruktbil til salgs,Personbil,188660,555 l,94740,7374 Røros,2013,119 g/km,,Stasjonsvogn,Inklusiv,185000,1 534 kg,Automat,Savillegrå metallic,Grå,3660,96926918,,114,"1,6 l",Grå
,,Forhjulsdrift,06.12.2006,5,Diesel,Audi A6,5,Norge,,Bruktbil til salgs,Personbil,99900,565 l,238000,0754 Oslo,2007,,,Stasjonsvogn,Ikke inklusiv,96240,1 610 kg,Manuell,Metallic,Sølv,3660,97938289,,140,2 l,Sort
,2,Forhjulsdrift,08.12.2011,5,Diesel,Volvo V60,5,Norge,PP99165,Bruktbil til salgs,Personbil,178500,,78000,4760 Birkeland,2012,119 g/km,,Stasjonsvogn,Inklusiv,175000,1 462 kg,Manuell,Brunsvart metallic,Svart,3500,66618760,,114,"1,6 l",
,2,Forhjulsdrift,19.11.1996,5,Bensin,Citroen Saxo,3,Norge,BN97947,Bruktbil til salgs,Personbil,21569,,60000,0551 Oslo,1996,,,Kombi 3-dørs,Ikke inklusiv,20000,840 kg,Manuell,,Blå,1569,96915847,,75,"1,4 l",
,,Forhjulsdrift,28.08.2003,5,Bensin,Nissan Micra,,Norge,PP49078,Bruktbil til salgs,Personbil,34900,,165000,4560 Vanse,2003,,,Kombi 3-dørs,Inklusiv,33331,980 kg,Manuell,,Beige,1569,97938240,,80,"1,2 l",
,,Bakhjulsdrift,,5,Diesel,Mercedes-Benz E-Klasse,,Norge,UA34200,Bruktbil til salgs,Personbil,173660,,162000,9020 Tromsdalen,2006,215 g/km,,Stasjonsvogn,Inklusiv,170000,1 805 kg,Automat,,Grå,3660,92168563,,190,3 l,Svart
,,Forhjulsdrift,11.08.2015,5,Bensin,Volkswagen Golf,5,Norge,TV88951,Bruktbil til salgs,Personbil,249000,,40191,6800 Førde,2016,,,Kombi 5-dørs,Ikke inklusiv,245027,1 160 kg,Manuell,REFLEXSILVER MET,Sølv,3973,97938138,,110,"1,2 l",TITANSORT
,2,Forhjulsdrift,02.06.2008,5,Diesel,Audi A6,5,Norge,SU63758,Bruktbil til salgs,Personbil,138660,560 l,125000,5239 Rådal,2008,178 g/km,,Stasjonsvogn,Inklusiv,135000,1 635 kg,Automat,Sølv metallic,Sølv,3660,97936588,,140,2 l,Svart og grå
,3,Forhjulsdrift,15.08.2008,5,Diesel,Volkswagen Passat,5,Norge,PP79049,Bruktbil til salgs,Personbil,113660,,124000,2150 Årnes,2009,165 g/km,,Stasjonsvogn,Inklusiv,110000,1 519 kg,Automat,,Sølv,3660,95594539,,140,2 l,Svart
,2,Firehjulsdrift,12.12.2012,5,Diesel,Mazda CX-5,5,Norge,BS61340,Bruktbil til salgs,Personbil,259660,,76000,4355 Kvernaland,2012,144 g/km,,SUV/Offroad,Inklusiv,256000,1 490 kg,Automat,,Grå,3660,91827369,,150,"2,2 l",Sort skinn
,,Bakhjulsdrift,,5,Diesel,BMW 1-serie,4,Norge,,Bruktbil til salgs,Personbil,99000,,197000,9800 Vadsø,2005,152 g/km,,Kombi 5-dørs,Inklusiv,97431,,Manuell,QUARZBLAU METALLIC,Grå,1569,97936559,,163,2 l,sort
,1,Firehjulsdrift,,5,Diesel,Ford Mondeo,5,Norge,,Bruktbil til salgs,Personbil,459900,,4600,7032 Trondheim,2016,,AWD,Stasjonsvogn,Ikke inklusiv,,,Automat,,Blå,Fritatt,97934373,,180,2 l,Sort skinn
,1,Bakhjulsdrift,,2,Bensin,Jaguar F-TYPE,2,Norge,,Bruktbil til salgs,Personbil,1179000,,18800,1529 Moss,2015,,,Coupe,Ikke inklusiv,,1 655 kg,Automat,Ultimate Black,Svart,Inklusiv,97937538,,550,5 l,Sort
,3,Firehjulsdrift,11.12.2007,5,Diesel,Honda CR-V,5,Norge,VF93873,Bruktbil til salgs,Personbil,119900,,145000,7027 Trondheim,2008,173 g/km,,SUV/Offroad,Inklusiv,119899,1 612 kg,Manuell,,Blå,1,89926353,,140,"2,2 l",
,4,Firehjulsdrift,27.12.2006,5,Diesel,Volvo XC 70,5,Norge,LS66703,Bruktbil til salgs,Personbil,99588,,339000,5223 Nesttun,2007,224 g/km,,Stasjonsvogn,Inklusiv,96000,1 719 kg,Automat,metallic,Svart,3588,72263849,,185,"2,4 l",sort skinn
,,Bakhjulsdrift,,5,Bensin,Mercedes-Benz S-Klasse,4,Norge,BN56129,Bruktbil til salgs,Personbil,99000,,233000,9284 Tromsø,1988,,,Sedan,Inklusiv,97462,,Automat,,Svart,1538,77338763,,0,"5,6 l",Grå
,,Firehjulsdrift,31.05.2016,5,Bensin,Volkswagen Tiguan,5,Norge,RL11035,Bruktbil til salgs,Personbil,535000,,29550,4067 Stavanger,2016,,,SUV/Offroad,Ikke inklusiv,528936,1 570 kg,Automat,HABANERO ORANGE MET,Oransje,6064,97937404,,179,2 l,TITANIUM BLACK
,3,Bakhjulsdrift,11.06.2009,5,Diesel,BMW 1-serie,5,Norge,BS13462,Bruktbil til salgs,Personbil,137660,,70000,3723 Skien,2010,119 g/km,,Kombi 5-dørs,Inklusiv,134000,1 320 kg,Manuell,,Grå,3660,97935057,,143,2 l,sort
,1,Firehjulsdrift,,5,Elektrisitet+bensin,BMW 3-serie,4,Norge,,Bruktbil til salgs,Personbil,659000,370 l,1500,6416 Molde,2017,,,Sedan,Ikke inklusiv,,,Automat,Glaciersølv,Sølv,Fritatt,97937134,,252,2 l,Svart
,,Forhjulsdrift,03.06.2011,5,Bensin,Volkswagen Passat,5,Norge,DN67046,Bruktbil til salgs,Personbil,148660,,123800,1914 Ytre,2011,140 g/km,,Stasjonsvogn,Ikke inklusiv,145000,1 432 kg,Automat,,Sølv,3660,97935454,,122,"1,4 l",
,,Forhjulsdrift,25.03.2013,5,Diesel,Toyota Avensis,4,Norge,,Bruktbil til salgs,Personbil,249000,530 l,61100,0373 Oslo,2013,,,Sedan,Ikke inklusiv,245340,1 535 kg,Automat,,Grå,3660,97937109,,150,,
,1,Forhjulsdrift,29.03.2017,7,Bensin,Citroen Grand C4 Picasso,5,Norge,BT56234,Bruktbil til salgs,Personbil,328900,,2890,1351 Rud,2017,,,Flerbruksbil,Ikke inklusiv,322836,,Automat,,Hvit,6064,97935818,,130,"1,6 l",Grå
,2,Firehjulsdrift,26.11.2015,5,Diesel,Ford Kuga,5,Norge,BD94391,Bruktbil til salgs,Personbil,435064,,27600,1408 Kråkstad,2016,140 g/km,,SUV/Offroad,Ikke inklusiv,429000,1 641 kg,Automat,,Grå,6064,97934259,,180,2 l,Sort
,3,Firehjulsdrift,05.10.2001,5,Bensin,Suzuki Ignis,5,Norge,JD27646,Bruktbil til salgs,Personbil,10000,,183531,2910 Aurdal,2001,162 g/km,,Kombi 5-dørs,Ikke inklusiv,8431,965 kg,Manuell,,Sølv,1569,97934594,,83,"1,3 l",
,,Forhjulsdrift,,5,Diesel,Audi A4 allroad,,Norge,XD84720,Bruktbil til salgs,Personbil,259064,,177000,7724 Steinkjer,2014,152 g/km,Quattro,Stasjonsvogn,Inklusiv,253000,,Manuell,,Svart,6064,97598660,,150,2 l,
,4,Bakhjulsdrift,26.07.1993,4,Bensin,Mercedes-Benz E-Klasse,,Norge,DH20377,Bruktbil til salgs,Personbil,56569,,302000,9335 Øverbygd,1991,,,Coupe,Inklusiv,55000,1 465 kg,Automat,,Blå,1569,97934145,,180,3 l,
,2,Forhjulsdrift,11.06.1997,5,Bensin,Renault Megane,4,Norge,UE90836,Bruktbil til salgs,Personbil,6569,,107600,6092 Fosnavåg,1997,,,Sedan,Ikke inklusiv,5000,1 075 kg,Manuell,,Rød,1569,97933515,,90,"1,6 l",
,3,Forhjulsdrift,23.06.2004,5,Bensin,Renault Scenic,5,Norge,UR70356,Bruktbil til salgs,Personbil,15569,,188889,6300 Åndalsnes,2004,172 g/km,,Kombi 5-dørs,Ikke inklusiv,14000,1 320 kg,Manuell,,Grå,1569,97935379,,113,"1,6 l",Beige og grått.
,1,Firehjulsdrift,20.01.2017,5,Elektrisitet,Tesla Model S,5,Norge,EK27886,Bruktbil til salgs,Personbil,1206064,,9220,1061 Oslo,2017,,,Kombi 5-dørs,Inklusiv,1200000,2 241 kg,Automat,Obsidian Black Metallic,Svart,6064,97934122,,700,,Mørk asketre
,2,Bakhjulsdrift,10.07.2013,5,Diesel,BMW 1-serie,,Norge,RK80024,Bruktbil til salgs,Personbil,269660,,38000,4028 Stavanger,2013,,,Kombi 5-dørs,Ikke inklusiv,266000,1 375 kg,Automat,Estorilblau 2 Metallic,Blå,3660,97932319,,184,2 l,Blå / Antrasitt (grå)
,2,Forhjulsdrift,,5,Bensin,Audi A3,,Norge,DL28079,Bruktbil til salgs,Personbil,68500,,167000,3044 Drammen,2006,0 g/km,,Kombi 3-dørs,Inklusiv,65000,,Manuell,,Svart,3500,97935582,,0,"1,6 l",Mørk
,4,Firehjulsdrift,27.07.2007,5,Diesel,Toyota Land Cruiser,5,Norge,ZT43136,Bruktbil til salgs,Personbil,303660,,192600,9910 Bjørnevatn,2007,238 g/km,,SUV/Offroad,Inklusiv,300000,2 120 kg,Automat,,Sølv,3660,97935493,,173,3 l,Grå
,,Forhjulsdrift,28.06.2013,5,Diesel,Citroen DS5,5,Norge,BS72728,Bruktbil til salgs,Personbil,148660,,107000,1621 Gressvik,2013,114 g/km,,Kombi 5-dørs,Inklusiv,145000,1 420 kg,Automat,,Svart,3660,90718737,,114,"1,6 l",
,,Bakhjulsdrift,,4,Bensin,Porsche 911,,Norge,DN94252,Bruktbil til salgs,Personbil,1800000,,4129,1555 Son,1990,,,Coupe,Inklusiv,1798431,,Manuell,,Blå,1569,97934319,,320,"3,8 l",Sort/brun
,,Forhjulsdrift,23.06.2015,5,Bensin,Audi A3,5,Norge,TV88539,Bruktbil til salgs,Personbil,249000,,40635,6800 Førde,2015,,,Kombi 5-dørs,Ikke inklusiv,245027,1 180 kg,Manuell,BELUGABRUN,Brun,3973,97936408,,110,"1,2 l",SORT
,,Firehjulsdrift,20.11.2012,5,Diesel,Mercedes-Benz M-Klasse,5,Norge,BT52910,Bruktbil til salgs,Personbil,699000,690 l,123000,2827 Hunndalen,2013,,,SUV/Offroad,Inklusiv,695340,2 100 kg,Automat,Diamond White Bright Metallic,Hvit,3660,97936340,,258,3 l,Sort skinn
,2,Firehjulsdrift,02.09.2011,2,Diesel,Nissan Pathfinder,5,Norge,PP94996,Bruktbil til salgs,Varebil,261255,,62500,4878 Grimstad,2011,228 g/km,,SUV/Offroad,Inklusiv,260000,2 160 kg,Manuell,,Sølv,1255,97935476,,190,"2,5 l",
,4,Bakhjulsdrift,17.07.2015,4,Bensin,BMW 6-serie,,Norge,NF74510,Bruktbil til salgs,Personbil,629000,,62000,4634 Kristiansand,2011,,,Coupe,Inklusiv,625340,1 660 kg,Automat,,Brun,3660,97930207,,320,3 l,Svart helskinn
,,Firehjulsdrift,30.05.2016,5,Bensin,Toyota RAV4,5,Norge,BD97446,Bruktbil til salgs,Personbil,399000,547 l,26208,1401 Ski,2016,,,SUV/Offroad,Ikke inklusiv,392936,1 520 kg,Automat,,Blå,6064,97936273,,152,2 l,
,2,Forhjulsdrift,30.05.2006,7,Diesel,Volkswagen Touran,5,Norge,AE13827,Bruktbil til salgs,Personbil,47660,,190000,4613 Kristiansand,2006,,,Kombi 5-dørs,Ikke inklusiv,44000,,Manuell,,Svart,3660,97933982,,105,"1,9 l",Grønn
,,Forhjulsdrift,04.06.2009,5,Bensin,Mazda 2,5,Norge,,Bruktbil til salgs,Personbil,78000,,47000,1523 Moss,2009,,,Kombi 5-dørs,Ikke inklusiv,75386,955 kg,Manuell,,Rød,2614,97936113,,75,"1,3 l",
,,Firehjulsdrift,10.10.2008,5,Diesel,BMW X3,5,Norge,BR73002,Bruktbil til salgs,Personbil,168660,,176000,3027 Drammen,2008,,,SUV/Offroad,Inklusiv,165000,1 750 kg,Automat,,Grå,3660,97936131,,177,2 l,
,,Forhjulsdrift,21.12.2001,5,Bensin,Peugeot 307,5,Norge,,Bruktbil til salgs,Personbil,19569,,269990,4011 Stavanger,2001,169 g/km,,Kombi 5-dørs,Inklusiv,18000,1 193 kg,Manuell,,Blå,1569,97933653,,109,"1,6 l",
,1,Forhjulsdrift,08.08.2013,5,Diesel,Toyota Yaris,5,Norge,UA33195,Bruktbil til salgs,Personbil,137614,,36000,5310 Hauglandshella,2013,104 g/km,,Kombi 5-dørs,Ikke inklusiv,135000,1 065 kg,Manuell,Blålilla.,Blå,2614,93344073,,90,"1,4 l",
,,Firehjulsdrift,22.05.2006,5,Diesel,Audi A4,4,Norge,FT18881,Bruktbil til salgs,Personbil,99660,,161000,5251 Søreidgrend,2006,181 g/km,Quattro,Sedan,Inklusiv,96000,1 500 kg,Manuell,,Grå,3660,97934186,,140,2 l,
,3,Forhjulsdrift,02.07.2014,5,Bensin,Audi A3,3,Norge,JV20017,Bruktbil til salgs,Personbil,215000,,52632,1519 Moss,2014,,,Kombi 3-dørs,Inklusiv,,1 195 kg,Automat,,Grå,Fritatt,97933396,,122,"1,4 l",sort
,,Bakhjulsdrift,13.01.2016,4,Elektrisitet,BMW i3,5,Norge,,Bruktbil til salgs,Personbil,239000,,25800,0950 Oslo,2016,,,,Ikke inklusiv,235027,1 195 kg,Automat,Metallic,Oransje,3973,97935776,,102,0 l,
,3,Bakhjulsdrift,18.06.2013,5,Bensin,BMW 3-serie,5,Norge,BS72864,Bruktbil til salgs,Personbil,273660,,61500,1783 Halden,2013,143 g/km,,Stasjonsvogn,Inklusiv,270000,1 450 kg,Manuell,Sølv metallic,Sølv,3660,97934353,,136,"1,6 l",Sort
,1,Firehjulsdrift,02.04.2012,5,Diesel,BMW 5-serie,5,Norge,BS92050,Bruktbil til salgs,Personbil,649000,,57822,1363 Høvik,2014,159 g/km,,Stasjonsvogn,Ikke inklusiv,642936,,Automat,,Grå,6064,97529457,,313,3 l,
,2,Bakhjulsdrift,27.05.2016,3,Diesel,Ford Transit,,Norge,AE47275,Bruktbil til salgs,Varebil,48730,,149450,0670 Oslo,2005,,,Kombi 5-dørs,Inklusiv,47500,2 300 kg,Manuell,,Hvit,1230,87882865,,137,"2,4 l",
,,Forhjulsdrift,11.04.2013,5,Diesel,Peugeot 508,5,Norge,,Bruktbil til salgs,Personbil,219000,560 l,86600,1661 Rolvsøy,2013,,,Stasjonsvogn,Ikke inklusiv,215340,1 540 kg,Automat,,Svart,3660,97935751,,163,2 l,sort/grå
,2,Forhjulsdrift,12.07.2007,5,Bensin,Nissan Note,5,Norge,RJ73710,Bruktbil til salgs,Personbil,34063,,183831,4340 Bryne,2007,150 g/km,,Sedan,Inklusiv,31500,1 092 kg,Manuell,,Gull,2563,87140083,,88,"1,4 l",
,,Firehjulsdrift,10.12.2009,5,Diesel,Ford Kuga,5,Norge,BR88324,Bruktbil til salgs,Personbil,132660,,139000,3027 Drammen,2010,,,SUV/Offroad,Inklusiv,129000,1 538 kg,Manuell,,Grå,3660,97935576,,136,2 l,
,1,Firehjulsdrift,30.11.2015,5,Diesel,Mercedes-Benz CLA,4,Norge,SD78808,Bruktbil til salgs,Personbil,399564,,21000,5566 Hervik,2015,125 g/km,,Coupe,Inklusiv,393500,1 505 kg,Automat,,Sølv,6064,97872986,,136,"2,1 l",
,4,Forhjulsdrift,30.09.2005,5,Bensin,Ford,5,Norge,KH37383,Bruktbil til salgs,Personbil,28000,,145000,3116 Tønsberg,2004,166 g/km,,Stasjonsvogn,Inklusiv,,1 259 kg,Manuell,,Svart,Fritatt,97934589,,101,"1,6 l",
,,Firehjulsdrift,03.01.2012,5,Diesel,Toyota RAV4,5,Norge,RK40104,Bruktbil til salgs,Personbil,239000,470 l,97500,4017 Stavanger,2012,,,SUV/Offroad,Ikke inklusiv,235340,1 595 kg,Manuell,Svart met.,Svart,3660,97935554,,150,"2,2 l",Svart skinn/alcantara
,2,Forhjulsdrift,22.03.2012,5,Diesel,Kia Rio,5,Norge,SD61231,Bruktbil til salgs,Personbil,137614,,82000,5420 Rubbestadneset,2012,99 g/km,,Kombi 5-dørs,Inklusiv,135000,1 116 kg,Manuell,,Brun,2614,97933092,,75,"1,1 l",Svart
,,Forhjulsdrift,17.02.2012,5,Bensin,Toyota Yaris,5,Norge,BD75778,Bruktbil til salgs,Personbil,129000,286 l,66572,1401 Ski,2012,,,Kombi 5-dørs,Ikke inklusiv,126386,1 025 kg,Manuell,,Grå,2614,97935344,,99,"1,3 l",
,,Forhjulsdrift,18.12.2003,5,Diesel,Peugeot 406,5,Norge,,Bruktbil til salgs,Personbil,29000,526 l,218000,2900 Fagernes,2004,,,Stasjonsvogn,Inklusiv,27431,1 380 kg,Manuell,,,1569,97935290,,90,2 l,
,,Forhjulsdrift,04.11.2014,5,Elektrisitet+bensin,Audi A3,4,Norge,,Bruktbil til salgs,Personbil,339000,,12000,4352 Kleppe,2015,,,Kombi 3-dørs,Inklusiv,332936,1 540 kg,Automat,Misanorød,Rød,6064,97935247,,204,"1,4 l",stoff
,1,Forhjulsdrift,17.07.2015,5,Bensin,Skoda Octavia,5,Norge,,Bruktbil til salgs,Personbil,289800,,16500,5106 Øvre,2015,,2 WD,Stasjonsvogn,Inklusiv,283736,,Manuell,brun met,Brun,6064,97933378,,180,"1,8 l",BRUN
,2,Firehjulsdrift,13.05.2011,5,Diesel,Volkswagen Passat,5,Norge,CF59555,Bruktbil til salgs,Personbil,202660,603 l,98000,5282 Lonevåg,2011,139 g/km,,Stasjonsvogn,Inklusiv,199000,1 581 kg,Manuell,Metallic,Svart,3660,89898200,,140,2 l,Mørk brun
,1,Forhjulsdrift,19.11.2013,5,Diesel,Peugeot 208,5,Norge,,Bruktbil til salgs,Personbil,125000,285 l,65593,2000 Lillestrøm,2013,,,Kombi 5-dørs,Ikke inklusiv,122386,1 060 kg,Automat,Hvit Banquise,Hvit,2614,97935252,,68,"1,4 l",Sort
,1,Forhjulsdrift,17.03.2014,2,Diesel,Volkswagen Caddy,,Norge,,Bruktbil til salgs,Varebil,149500,,54000,1850 Mysen,2014,134 g/km,,Kasse,Ikke inklusiv,147513,,Manuell,,Svart,1987,97925152,,102,"1,6 l",
,1,Forhjulsdrift,07.02.2014,2,Diesel,Nissan NV200,3,Norge,,Bruktbil til salgs,Varebil,114900,655 l,78000,1711 Sarpsborg,2014,,,Kasse,Ikke inklusiv,112913,1 270 kg,Manuell,Hvit,Hvit,1987,97935131,,110,,Grå
